trading_date,sector,sentiment_lagged
2020-01-03,Comm,0.10897499999999999
2020-01-06,Comm,0.135575
2020-01-07,Comm,0.1738097222222222
2020-01-08,Comm,0.29263333333333336
2020-01-09,Comm,0.1929775
2020-01-10,Comm,0.16018
2020-01-13,Comm,0.03584583333333334
2020-01-14,Comm,0.0015479166666666697
2020-01-15,Comm,0.0863
2020-01-16,Comm,0.0006972222222222194
2020-01-17,Comm,0.1423625
2020-01-21,Comm,0.0634
2020-01-22,Comm,-0.027549999999999998
2020-01-23,Comm,0.18275
2020-01-24,Comm,0.17530257142857142
2020-01-27,Comm,0.13886280303030302
2020-01-28,Comm,-0.0454159090909091
2020-01-29,Comm,0.04588500000000001
2020-01-30,Comm,0.31587624999999997
2020-01-31,Comm,-0.013312499999999998
2020-02-03,Comm,-0.2358340909090909
2020-02-04,Comm,0.1309225
2020-02-05,Comm,0.11257899999999998
2020-02-06,Comm,-0.008172916666666662
2020-02-07,Comm,0.06914000000000001
2020-02-10,Comm,0.04096999999999999
2020-02-11,Comm,0.11424999999999999
2020-02-12,Comm,-0.032639117647058805
2020-02-13,Comm,0.15365222222222222
2020-02-14,Comm,0.09172261904761905
2020-02-18,Comm,0.6249
2020-02-19,Comm,0.04021809523809524
2020-02-20,Comm,0.18420416666666664
2020-02-21,Comm,0.06464166666666667
2020-02-24,Comm,-0.06630555555555556
2020-02-25,Comm,0.04713888888888889
2020-02-26,Comm,0.20084444444444446
2020-02-27,Comm,0.15698333333333334
2020-02-28,Comm,0.164925
2020-03-02,Comm,-0.09630999999999999
2020-03-03,Comm,0.12158333333333332
2020-03-04,Comm,0.050289999999999994
2020-03-05,Comm,0.12637083333333332
2020-03-06,Comm,0.181035
2020-03-09,Comm,0.0698625
2020-03-10,Comm,-0.013662499999999998
2020-03-11,Comm,-0.044323999999999995
2020-03-12,Comm,0.027750000000000004
2020-03-13,Comm,-0.00692
2020-03-16,Comm,0.13042166666666666
2020-03-17,Comm,-0.015389166666666676
2020-03-18,Comm,0.06483249999999999
2020-03-19,Comm,-0.03310499999999999
2020-03-20,Comm,0.03651833333333333
2020-03-23,Comm,0.02329166666666667
2020-03-24,Comm,0.16331284415584416
2020-03-25,Comm,0.2189259523809524
2020-03-26,Comm,0.17759866666666665
2020-03-27,Comm,0.12920166666666666
2020-03-30,Comm,0.18954888888888888
2020-03-31,Comm,0.22887375000000001
2020-04-01,Comm,0.20055555555555557
2020-04-02,Comm,0.07680833333333334
2020-04-03,Comm,-0.09556
2020-04-06,Comm,0.2131947619047619
2020-04-07,Comm,0.31067916666666673
2020-04-08,Comm,0.10203295454545455
2020-04-09,Comm,0.046854999999999994
2020-04-13,Comm,-0.02296333333333333
2020-04-14,Comm,0.0727875
2020-04-15,Comm,0.2614195238095238
2020-04-16,Comm,0.1547541666666667
2020-04-17,Comm,0.28593041666666663
2020-04-20,Comm,0.07999916666666666
2020-04-21,Comm,0.08840624999999999
2020-04-22,Comm,0.08243333333333333
2020-04-23,Comm,0.1592797619047619
2020-04-24,Comm,0.10913402777777778
2020-04-27,Comm,0.01891136363636364
2020-04-28,Comm,0.08147666666666667
2020-04-29,Comm,0.13426050505050505
2020-04-30,Comm,0.10303333333333335
2020-05-01,Comm,0.01556093750000001
2020-05-04,Comm,-0.08241208333333333
2020-05-05,Comm,0.12881185185185184
2020-05-06,Comm,0.11926785714285715
2020-05-07,Comm,-0.1024575
2020-05-08,Comm,0.11492250000000001
2020-05-11,Comm,0.23475333333333334
2020-05-12,Comm,0.12894285714285716
2020-05-13,Comm,0.068945
2020-05-14,Comm,0.02526666666666666
2020-05-15,Comm,0.1712533333333333
2020-05-18,Comm,0.09845666666666666
2020-05-19,Comm,0.1454511666666667
2020-05-20,Comm,0.09701542857142857
2020-05-21,Comm,0.07668323809523811
2020-05-22,Comm,0.08641499999999999
2020-05-26,Comm,-0.1696125
2020-05-27,Comm,0.15571966666666667
2020-05-28,Comm,0.20367083333333333
2020-05-29,Comm,0.04726333333333333
2020-06-01,Comm,0.1147425
2020-06-02,Comm,0.15972342857142857
2020-06-03,Comm,0.28929444444444447
2020-06-04,Comm,-0.08686250000000001
2020-06-05,Comm,0.15777999999999998
2020-06-08,Comm,-0.02615
2020-06-09,Comm,0.17503749999999998
2020-06-10,Comm,-0.32985
2020-06-11,Comm,-0.06611999999999998
2020-06-12,Comm,0.022160000000000003
2020-06-15,Comm,0.004438541666666667
2020-06-16,Comm,0.022516666666666657
2020-06-17,Comm,0.09305
2020-06-18,Comm,0.12827833333333333
2020-06-19,Comm,0.011561249999999999
2020-06-22,Comm,0.15536666666666665
2020-06-23,Comm,0.17502083333333332
2020-06-24,Comm,0.1642972222222222
2020-06-25,Comm,0.17123535353535355
2020-06-26,Comm,0.11716444444444445
2020-06-29,Comm,0.36275
2020-06-30,Comm,0.020961025641025643
2020-07-01,Comm,0.1538904761904762
2020-07-02,Comm,-0.0343
2020-07-06,Comm,-0.014825
2020-07-07,Comm,0.04434400000000001
2020-07-08,Comm,0.08076000000000001
2020-07-09,Comm,-0.08660625
2020-07-10,Comm,0.21056249999999999
2020-07-13,Comm,0.0
2020-07-14,Comm,0.041733333333333324
2020-07-15,Comm,0.04039642857142857
2020-07-16,Comm,0.07219166666666665
2020-07-17,Comm,0.16331666666666667
2020-07-20,Comm,-0.4989
2020-07-21,Comm,0.06828333333333332
2020-07-22,Comm,0.17599666666666666
2020-07-23,Comm,0.09405
2020-07-24,Comm,-0.19804999999999998
2020-07-27,Comm,0.023815625000000003
2020-07-28,Comm,0.1796
2020-07-29,Comm,0.172625
2020-07-30,Comm,0.024543750000000003
2020-07-31,Comm,0.06398833333333334
2020-08-03,Comm,0.20481666666666665
2020-08-04,Comm,0.24238400000000002
2020-08-05,Comm,0.08877538461538462
2020-08-06,Comm,0.1688125
2020-08-07,Comm,0.2236301587301587
2020-08-10,Comm,0.0760128205128205
2020-08-11,Comm,0.23690333333333333
2020-08-12,Comm,0.13919444444444445
2020-08-13,Comm,0.13904999999999998
2020-08-14,Comm,0.074
2020-08-17,Comm,-0.07955
2020-08-18,Comm,0.12658666666666668
2020-08-19,Comm,0.12132666666666667
2020-08-20,Comm,0.0
2020-08-21,Comm,0.0064
2020-08-24,Comm,0.05934444444444444
2020-08-25,Comm,-0.03465000000000001
2020-08-26,Comm,0.041666666666666664
2020-08-27,Comm,0.12346499999999999
2020-08-28,Comm,0.10115
2020-08-31,Comm,0.11327916666666667
2020-09-01,Comm,0.1672111111111111
2020-09-02,Comm,0.14038333333333333
2020-09-03,Comm,0.2509888888888889
2020-09-04,Comm,0.09808095238095238
2020-09-08,Comm,0.2715916666666667
2020-09-09,Comm,0.17447
2020-09-10,Comm,0.19863333333333333
2020-09-11,Comm,0.03242500000000001
2020-09-14,Comm,-0.007366666666666667
2020-09-15,Comm,0.03878611111111112
2020-09-16,Comm,0.047488888888888886
2020-09-17,Comm,0.08045
2020-09-18,Comm,0.2514111111111111
2020-09-21,Comm,0.03440625
2020-09-22,Comm,0.098096875
2020-09-23,Comm,0.30411666666666665
2020-09-24,Comm,0.187175
2020-09-25,Comm,0.19109500000000001
2020-09-28,Comm,-0.145725
2020-09-29,Comm,0.192781875
2020-09-30,Comm,0.0593
2020-10-01,Comm,0.22197499999999998
2020-10-02,Comm,-0.01597222222222222
2020-10-05,Comm,-0.16215
2020-10-06,Comm,0.12981250000000003
2020-10-07,Comm,0.09443750000000001
2020-10-08,Comm,0.3819
2020-10-09,Comm,-0.14352333333333334
2020-10-12,Comm,0.14572232142857144
2020-10-13,Comm,-0.03122020202020202
2020-10-14,Comm,-0.11343571428571429
2020-10-15,Comm,0.22808200000000003
2020-10-16,Comm,0.36173333333333335
2020-10-19,Comm,0.016958333333333315
2020-10-20,Comm,0.2748366666666667
2020-10-21,Comm,0.0
2020-10-22,Comm,0.05586666666666666
2020-10-23,Comm,0.022529166666666666
2020-10-26,Comm,0.3454375
2020-10-27,Comm,0.09944857142857141
2020-10-28,Comm,0.0
2020-10-29,Comm,0.12582333333333331
2020-10-30,Comm,0.17301
2020-11-02,Comm,0.18485
2020-11-03,Comm,0.06413833333333332
2020-11-04,Comm,-0.06955933333333333
2020-11-05,Comm,0.11277666666666665
2020-11-06,Comm,-0.031197000000000003
2020-11-09,Comm,0.09671144607843138
2020-11-10,Comm,0.2057085714285714
2020-11-11,Comm,0.02692500000000001
2020-11-12,Comm,-0.12654375
2020-11-13,Comm,0.090725
2020-11-16,Comm,0.14494166666666666
2020-11-17,Comm,0.125346
2020-11-18,Comm,0.14484
2020-11-19,Comm,0.008979999999999998
2020-11-20,Comm,0.11743095238095237
2020-11-23,Comm,-0.036219999999999995
2020-11-24,Comm,0.057544444444444454
2020-11-25,Comm,0.12386666666666668
2020-11-27,Comm,0.10638
2020-11-30,Comm,0.2934333333333333
2020-12-01,Comm,0.10057777777777778
2020-12-02,Comm,0.1101
2020-12-03,Comm,-0.24695
2020-12-04,Comm,0.06958571428571429
2020-12-07,Comm,0.16751666666666667
2020-12-08,Comm,0.0659037037037037
2020-12-09,Comm,0.10193636363636364
2020-12-10,Comm,0.26174375
2020-12-11,Comm,0.19042187500000002
2020-12-14,Comm,0.06066428571428571
2020-12-15,Comm,0.060334374999999996
2020-12-16,Comm,0.2356892857142857
2020-12-17,Comm,0.0
2020-12-18,Comm,0.0856625
2020-12-21,Comm,0.00801
2020-12-22,Comm,0.07763416666666667
2020-12-23,Comm,-0.007149999999999994
2020-12-24,Comm,0.0677875
2020-12-28,Comm,0.08195000000000001
2020-12-29,Comm,0.30003749999999996
2020-12-30,Comm,0.16933333333333334
2020-12-31,Comm,0.1531
2021-01-04,Comm,0.10063174603174603
2021-01-05,Comm,0.029888888888888885
2021-01-06,Comm,0.06041166666666666
2021-01-07,Comm,0.18533619047619046
2021-01-08,Comm,0.16188
2021-01-11,Comm,0.0
2021-01-12,Comm,0.27421249999999997
2021-01-13,Comm,-0.056258333333333334
2021-01-14,Comm,-0.05616249999999999
2021-01-15,Comm,0.05734
2021-01-19,Comm,0.22091666666666665
2021-01-20,Comm,0.053607499999999995
2021-01-21,Comm,-0.25
2021-01-22,Comm,-0.05456833333333334
2021-01-25,Comm,0.13025833333333334
2021-01-26,Comm,0.0754752380952381
2021-01-27,Comm,-0.03156428571428571
2021-01-28,Comm,0.003319999999999999
2021-01-29,Comm,0.20357291666666666
2021-02-01,Comm,0.058776666666666665
2021-02-02,Comm,0.41345333333333334
2021-02-03,Comm,0.12638333333333335
2021-02-04,Comm,0.01548888888888889
2021-02-05,Comm,-0.029766666666666677
2021-02-08,Comm,0.068705
2021-02-09,Comm,-0.007988333333333333
2021-02-10,Comm,0.021380357142857145
2021-02-11,Comm,-0.039642222222222225
2021-02-12,Comm,0.120215
2021-02-16,Comm,0.3825
2021-02-17,Comm,0.10841757575757578
2021-02-18,Comm,-0.012877777777777774
2021-02-19,Comm,0.19733333333333333
2021-02-22,Comm,0.159
2021-02-23,Comm,0.18444
2021-02-24,Comm,0.24614444444444442
2021-02-25,Comm,-0.023973214285714278
2021-02-26,Comm,0.005622222222222223
2021-03-01,Comm,0.09828333333333333
2021-03-02,Comm,0.021162500000000004
2021-03-03,Comm,0.2687
2021-03-04,Comm,0.0707825
2021-03-05,Comm,0.1925
2021-03-08,Comm,0.10985733333333333
2021-03-09,Comm,-0.068966
2021-03-10,Comm,0.193225
2021-03-11,Comm,0.137421875
2021-03-12,Comm,0.21927666666666668
2021-03-15,Comm,0.1957607142857143
2021-03-16,Comm,0.10842291666666667
2021-03-17,Comm,0.06454666666666667
2021-03-18,Comm,0.1295
2021-03-19,Comm,-0.00976666666666666
2021-03-22,Comm,0.11760666666666668
2021-03-23,Comm,-0.004141666666666666
2021-03-24,Comm,0.05541
2021-03-25,Comm,0.2311875
2021-03-26,Comm,-0.003094999999999998
2021-03-29,Comm,0.0864875
2021-03-30,Comm,0.14191805555555553
2021-03-31,Comm,0.16086250000000002
2021-04-01,Comm,0.0
2021-04-05,Comm,0.08523750000000001
2021-04-06,Comm,0.344484
2021-04-07,Comm,0.15662380952380953
2021-04-08,Comm,0.04215
2021-04-09,Comm,0.2307666666666667
2021-04-12,Comm,0.052142499999999994
2021-04-13,Comm,-0.18526666666666666
2021-04-14,Comm,0.32824000000000003
2021-04-15,Comm,0.16172
2021-04-16,Comm,0.027225
2021-04-19,Comm,0.2452
2021-04-20,Comm,-0.03251875
2021-04-21,Comm,0.023303571428571423
2021-04-22,Comm,0.08294814814814816
2021-04-23,Comm,0.02869797979797979
2021-04-26,Comm,0.22706833333333334
2021-04-27,Comm,-0.04617083333333332
2021-04-28,Comm,0.05184074074074074
2021-04-29,Comm,0.26963333333333334
2021-04-30,Comm,0.15522625
2021-05-03,Comm,0.17981111111111112
2021-05-04,Comm,0.15644666666666668
2021-05-05,Comm,0.32935749999999997
2021-05-06,Comm,0.07786
2021-05-07,Comm,-0.015916666666666662
2021-05-10,Comm,0.10294166666666665
2021-05-11,Comm,-0.11144033333333334
2021-05-12,Comm,0.20482
2021-05-13,Comm,0.08715
2021-05-14,Comm,0.0
2021-05-17,Comm,0.0
